Peripheral;DNDM;Human Readable Name
LL2;DV_wafhnd:WH_LL_XCDA_PRS@M_OUTPUT.DNDMxDEF:VARIABLE_POOL;XCDA supply pressure
LL2;WXDNxVWH:Sensor.LL.WH_LL_PMP1_STAT_ALARM.DV.M_OUTPUT.DNDMxDEF:VARIABLE_POOL;Loadlocks pump alarm signal
LL2;WXDNxVWH:Sensor.LL.WH_LL_PMP1_STAT_ALARM.DV.E_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;Loadlocks pump alarm signal
LL2;WXDNxVWH:Sensor.LL.WH_LL_PMP1_STAT_RUN.DV.M_OUTPUT.DNDMxDEF:VARIABLE_POOL;Loadlocks pump run signal
LL2;WXDNxVWH:Sensor.LL.WH_LL_PMP1_STAT_RUN.DV.E_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;Loadlocks pump run signal
LL2;WXDNxVWH:Sensor.LL.WH_LL_PMP1_N_TMP.DV.M_OUTPUT.DNDMxDEF:VARIABLE_POOL;Loadlocks pump temperature signal
LL2;WXDNxVWH:Sensor.LL.WH_LL_PMP1_N_TMP.DV.E_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;Loadlocks pump temperature signal
LL2;DV_wafhnd:WH_LL_EN_SURZHEIGHT@M_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;Loadlocks SUR Z height sensor on command
LL2;WXLLxLL2:Sensor.PresAbsolute.ODT_1.DNDMxDEF:VARIABLE_POOL;Loadlock 2 absolute pressure signal
LL2;WXLLxLL2:Sensor.PresRelative.ODT_1.DNDMxDEF:VARIABLE_POOL;Loadlock 2 relative pressure signal
LL2;WXLLxLL2:MeasSys.PV.PredPresCalc.PredPres.ODT_OUT.DNDMxDEF:VARIABLE_POOL;Loadlock 2 predicted pressure
LL2;DV_wafhnd:WH_LL_EN_SURZHEIGHT_ATM_RPHI@M_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;Enable sensor for calibrating Z-height SUR signal
LL2;DV_wafhnd:WH_LL_EN_ATM_RPHI_CALIB@M_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;Enable the RPhi calibration sensor signal
LL2;DV_wafhnd:WH_LL2_TMP_WATERTS_OUT_DIAGN@M_OUTPUT.DNDMxDEF:VARIABLE_POOL;Diagnostic input for temperature sensor signal
AUR;WXRBxAUR:MeasSys.Kinematics.ODT_POS_PHI.DNDMxDEF:VARIABLE_POOL;AUR measured Phi position
AUR;WXRBxAUR:MeasSys.Kinematics.ODT_POS_R.DNDMxDEF:VARIABLE_POOL;AUR measured R position
AUR;WXRBxAUR:MeasSys.TransRatioZ.ODT_1.DNDMxDEF:VARIABLE_POOL;AUR measured Z position
AUR;WXRBxAUR:Spg.Kinematics.ODT_POS_PHI.DNDMxDEF:VARIABLE_POOL;AUR Phi setpoint
AUR;WXRBxAUR:Spg.Kinematics.ODT_POS_R.DNDMxDEF:VARIABLE_POOL;AUR R setpoint
AUR;WXRBxAUR:Spg.Z.Select.ODT_POS.DNDMxDEF:VARIABLE_POOL;AUR Z setpoint
AUR;WXRBxAUR:Ctrl.Hor.FF.SumFFTh1.ODT_1.DNDMxDEF:VARIABLE_POOL;AUR Theta 1 controller output
AUR;WXRBxAUR:Ctrl.Hor.FF.SumFFTh2.ODT_1.DNDMxDEF:VARIABLE_POOL;AUR Theta 2 controller output
AUR;WXRBxAUR:Ctrl.Ver.FF.SumFF.ODT_1.DNDMxDEF:VARIABLE_POOL;AUR Z controller output
AUR;WXRBxAUR:MeasSys.TransRatioTh1.ODT_1.DNDMxDEF:VARIABLE_POOL;AUR measured Theta 1 position
AUR;WXRBxAUR:MeasSys.TransRatioTh2.ODT_1.DNDMxDEF:VARIABLE_POOL;AUR measured Theta 2 position
AUR;WXRBxAUR:Spg.Th1.Select.ODT_POS.DNDMxDEF:VARIABLE_POOL;AUR Theta 1 position setpoint
AUR;WXRBxAUR:Spg.Th2.Select.ODT_POS.DNDMxDEF:VARIABLE_POOL;AUR Theta 2 position setpoint
AUR;CG_wafhnd:EA_WHN_Z_BRAKE_OFF.APP_CHAN.UR_Z_BRAKE_OFF_BRK.DNDMxDEF:VARIABLE_POOL;AUR Z brake 
AUR;CG_wafhnd:EA_WHN_BB_UR_CSR.APP_CHAN.OUTER_MOTOR_PHASE_ANGLE.DNDMxDEF:VARIABLE_POOL;ALR brake box theta1 (needs to checked if this correct)
AUR;CG_wafhnd:EA_WHN_BB_UR_CSR.APP_CHAN.OUTER_MOTOR_PHASE_ANGLE_SETPOINT.DNDMxDEF:VARIABLE_POOL;ALR brake box theta1 setpoint (needs to checked if this correct)
AUR;CG_wafhnd:EA_WHN_BB_UR_CSR.APP_CHAN.INNER_MOTOR_PHASE_ANGLE.DNDMxDEF:VARIABLE_POOL;ALR brake box theta2 needs to checked if this correct)
AUR;CG_wafhnd:EA_WHN_BB_UR_CSR.APP_CHAN.INNER_MOTOR_PHASE_ANGLE_SETPOINT.DNDMxDEF:VARIABLE_POOL;ALR brake box theta2 setpoint needs to checked if this correct)
AUR;CG_wafhnd:EA_WHN_BB_UR_CSR.APP_CHAN.INNER_MOTOR_IPHASE_R.DNDMxDEF:VARIABLE_POOL;ALR inner motor brake box current phase R 
AUR;CG_wafhnd:EA_WHN_BB_UR_CSR.APP_CHAN.INNER_MOTOR_IPHASE_S.DNDMxDEF:VARIABLE_POOL;ALR inner motor brake box current phase S 
AUR;CG_wafhnd:EA_WHN_BB_UR_CSR.APP_CHAN.INNER_MOTOR_IPHASE_T.DNDMxDEF:VARIABLE_POOL;ALR inner motor brake box current phase T 
AUR;CG_wafhnd:EA_WHN_BB_UR_CSR.APP_CHAN.OUTER_MOTOR_IPHASE_R.DNDMxDEF:VARIABLE_POOL;ALR outer motor brake box current phase R 
AUR;CG_wafhnd:EA_WHN_BB_UR_CSR.APP_CHAN.OUTER_MOTOR_IPHASE_S.DNDMxDEF:VARIABLE_POOL;ALR outer motor brake box current phase S 
AUR;CG_wafhnd:EA_WHN_BB_UR_CSR.APP_CHAN.OUTER_MOTOR_IPHASE_T.DNDMxDEF:VARIABLE_POOL;ALR outer motor brake box current phase T 
AUR;CG_wafhnd:EA_WHN_VAC_PRESS.APP_CHAN.UR_GRIP_VAC_PSEN_WAFER_CLAMPED.DNDMxDEF:VARIABLE_POOL;AUR wafer clamped signal
AUR;CG_wafhnd:EA_WHN_VAC_PRESS.APP_CHAN.UR_GRIP_VAC_PSEN_WAFER_PRESENT.DNDMxDEF:VARIABLE_POOL;AUR wafer present signal
AUR;WZCLxAUR_PSENE:Sensor.WHN_XR_GRIP_VAC_PSEN.DV.M_MON_OFFSET_GAIN_CORR.DNDMxDEF:VARIABLE_POOL;AUR gripper vacuum pressure
AUR;WZCLxAUR_PSENE:Sensor.WHN_XR_GRIP_VAC_PSEN.ODT_1.DNDMxDEF:VARIABLE_POOL;AUR gripper vacuum status (for wafer presence)
AUR;WXRBxAUR:Sensor.Hor.WHN_XR_BODY_INNR_ENC.ODT_1.DNDMxDEF:VARIABLE_POOL;AUR inner axis encoder position
AUR;WXRBxAUR:Sensor.Hor.WHN_XR_BODY_OUTR_ENC.ODT_1.DNDMxDEF:VARIABLE_POOL;AUR outer axis encoder position
AUR;WXRBxAUR:Sensor.Ver.WHN_XR_BODY_Z_ENC.ODT_1.DNDMxDEF:VARIABLE_POOL;AUR Z axis encoder position
AUR;WZCLxAUR_PSENE:Sensor.WHN_XR_GRIP_VAC_PSEN.DV.M_OUTPUT.DNDMxDEF:VARIABLE_POOL;AUR gripper vacuum pressure analog value
AUR;DV_wafhnd:WHN_UR_WRIST_Z_CAL_VSO@M_OUTPUT.DNDMxDEF:VARIABLE_POOL;AUR wrist Rz calibration sensor analog value
AUR;DV_wafhnd:WHN_UR_BODY_Z_HOME_PROX@M_OUTPUT.DNDMxDEF:VARIABLE_POOL;AUR Z-home sensor signal
APA;WZTUxTSUZ:MeasSys.TransRatioA.ODT_1.DNDMxDEF:VARIABLE_POOL;APA TSU Z position encoder (rad)
APA;WZTUxTSUZ:MeasSys.ActPosA2Z.ODT_LOOKUP_RESULT.DNDMxDEF:VARIABLE_POOL;APA TSU Z-stroke measured position
APA;WZTUxTSUZ:Spg.A.Select.ODT_POS.DNDMxDEF:VARIABLE_POOL;APA TSU Z-stroke setpoint position
APA;WZTUxTSUZ:Sensor.WHN_PA_TSU_Z_DWN_VSO.ODT_1.DNDMxDEF:VARIABLE_POOL;APA TSU VSO
APA;WZTUxTSUZ:Ctrl.A.FF.SumFF.ODT_1.DNDMxDEF:VARIABLE_POOL;APA TSU Z-stroke controller output
APA;WZTUxTSUZ:Ctrl.A.FB.ChkError.ODT_FLT_POS_ERROR.DNDMxDEF:VARIABLE_POOL;APA TSU Z-stroke controller error
APA;DV_wafhnd:WHN_PA_TSU_Z_STAT_LOCK@M_OUTPUT.DNDMxDEF:VARIABLE_POOL;APA TSU Z brake
APA;WZTUxTSU_PSENE:Sensor.WHN_PU_PA_TSU_CDA_PSEN.DV.M_MON_OFFSET_GAIN_CORR.DNDMxDEF:VARIABLE_POOL;APA TSU CDA pressure
APA;DV_wafhnd:WHN_PU_PA_TSU_CDA_VLV@M_TRACE_SET_OUTPUT.DNDMxDEF:VARIABLE_POOL;TSU CDA valve command
APA;WZTUxTSU_PSENE:Sensor.WHN_PU_PA_TSU_VAC_PSEN.DV.M_MON_OFFSET_GAIN_CORR.DNDMxDEF:VARIABLE_POOL;APA TSU VAC pressure
APA;DV_wafhnd:WHN_PU_PA_TSU_VAC_VLV@M_TRACE_SET_OUTPUT.DNDMxDEF:VARIABLE_POOL;APA TSU VAC valve command
APA;CG_wafhnd:WHN_TAPA.ETT_LINAMP_T1_01.7.ENABLED.DNDMxDEF:VARIABLE_POOL;APA TSU Z amplifier (TAPA) status
APA;CG_wafhnd:WHN_TAPA.ETT_LINAMP_T1_01.7.TRACE_CURRENT.DNDMxDEF:VARIABLE_POOL;APA TSU Z amplifier (TAPA) current output
APA;WZRUxROT:MeasSys.TransRatioRz.ODT_1.DNDMxDEF:VARIABLE_POOL;APA Rz angle encoder
APA;WZRUxROT:Spg.Rz.Select.ODT_POS.DNDMxDEF:VARIABLE_POOL;APA Rz angle setpoint
APA;WZRUxROT:Ctrl.Rz.FB.ChkError.ODT_FLT_POS_ERROR.DNDMxDEF:VARIABLE_POOL;APA Rz control error
APA;WZRUxROT:Ctrl.Rz.FF.SumFF.ODT_1.DNDMxDEF:VARIABLE_POOL;APA Rz controller output
APA;CG_wafhnd:WHN_TAPA.ETT_LINAMP_T1_01.4.ENABLED.DNDMxDEF:VARIABLE_POOL;APA Rz amplifier (TAPA) status
APA;CG_wafhnd:WHN_TAPA.ETT_LINAMP_T1_01.4.TRACE_CURRENT.DNDMxDEF:VARIABLE_POOL;APA Rz amplifier (TAPA) current output
APA;WXDNxAWH:Sensor.ACC.WHN_PA_PLATE_ACC_XAXIS.DV.M_OUTPUT.DNDMxDEF:VARIABLE_POOL;APA base frame disturbance accelerometer signal X
APA;WXDNxAWH:Sensor.ACC.WHN_PA_PLATE_ACC_XAXIS.DV.E_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;
APA;WXDNxAWH:Sensor.ACC.WHN_PA_PLATE_ACC_YAXIS.DV.M_OUTPUT.DNDMxDEF:VARIABLE_POOL;APA base frame disturbance accelerometer signal Y
APA;WXDNxAWH:Sensor.ACC.WHN_PA_PLATE_ACC_YAXIS.DV.E_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;
APA;WXDNxAWH:Sensor.ACC.WHN_PA_PLATE_ACC_ZAXIS.DV.M_OUTPUT.DNDMxDEF:VARIABLE_POOL;APA base frame disturbance accelerometer signal Z
APA;WXDNxAWH:Sensor.ACC.WHN_PA_PLATE_ACC_ZAXIS.DV.E_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;
APA;WZCLxROT_PSENE:Sensor.WHN_PU_PA_ROT_VAC_PSEN.DV.M_MON_OFFSET_GAIN_CORR.DNDMxDEF:VARIABLE_POOL;APA P-chuck VAC pressure
APA;DV_wafhnd:WHN_PU_PA_ROT_VAC_VLV@M_TRACE_SET_OUTPUT.DNDMxDEF:VARIABLE_POOL;APA P-chuck VAC valve command
APA;DV_wafhnd:WHN_PA_ES_PWR_EN@M_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;APA ES camera power
APA;CG_wafhnd:EA_EDGE_SENSOR_STAT.APP_CHAN.CNTSCANS.DNDMxDEF:VARIABLE_POOL;APA ES snapshot counter
APA;DV_wafhnd:WHN_PA_ES_LGHT@M_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;APA ES LED power
APA;WZPHxHEAT:Sensor.WHN_HMAN_RCW_TSEN.ODT_1.DNDMxDEF:VARIABLE_POOL;AWH Heater manifold temperature
APA;WZPHxHEAT:Sensor.WHN_AS_TOP_LD_TSEN.ODT_1.DNDMxDEF:VARIABLE_POOL;AWH Air Shower Top Load temperature
APA;WZPHxHEAT:Sensor.WHN_AS_TOP_UL_TSEN.ODT_1.DNDMxDEF:VARIABLE_POOL;Air Shower Top Unload temperature
APA;WZPHxHEAT:Sensor.WHN_PA_TSU_TBL_TSEN.ODT_1.DNDMxDEF:VARIABLE_POOL;APA TSU temperature
APA;WZPHxHEAT:Spg.T.Setpoint.ODT_CONST_VALUE_1.DNDMxDEF:VARIABLE_POOL;AWH Heater temperature setpoint
APA;WZPHxHEAT:Ctrl.T.FB.PID_lp.ODT_PID_OUT.DNDMxDEF:VARIABLE_POOL;AWH Heater controller output
APA;WZPHxHEAT:Ctrl.T.FB.ChkError.ODT_FLT_POS_ERROR.DNDMxDEF:VARIABLE_POOL;AWH Heater controller error
APA;DV_wafhnd:WHN_HMAN_AMP_EN@M_TRACE_VALUE_OUT.DNDMxDEF:VARIABLE_POOL;AWH Heater amplifier status
ALR;WXRBxALR:MeasSys.Kinematics.ODT_POS_PHI.DNDMxDEF:VARIABLE_POOL;ALR measured Phi position
ALR;WXRBxALR:MeasSys.Kinematics.ODT_POS_R.DNDMxDEF:VARIABLE_POOL;ALR measured R position
ALR;WXRBxALR:MeasSys.TransRatioZ.ODT_1.DNDMxDEF:VARIABLE_POOL;ALR measured Z position
ALR;WXRBxALR:Spg.Kinematics.ODT_POS_PHI.DNDMxDEF:VARIABLE_POOL;ALR Phi setpoint
ALR;WXRBxALR:Spg.Kinematics.ODT_POS_R.DNDMxDEF:VARIABLE_POOL;ALR R setpoint
ALR;WXRBxALR:Spg.Z.Select.ODT_POS.DNDMxDEF:VARIABLE_POOL;ALR Z setpoint
ALR;WXRBxALR:Ctrl.Hor.FF.SumFFTh1.ODT_1.DNDMxDEF:VARIABLE_POOL;ALR Theta 1 controller output
ALR;WXRBxALR:Ctrl.Hor.FF.SumFFTh2.ODT_1.DNDMxDEF:VARIABLE_POOL;ALR Theta 2 controller output
ALR;WXRBxALR:Ctrl.Ver.FF.SumFF.ODT_1.DNDMxDEF:VARIABLE_POOL;ALR Z controller output
ALR;WXRBxALR:MeasSys.TransRatioTh1.ODT_1.DNDMxDEF:VARIABLE_POOL;ALR measured Theta 1 position
ALR;WXRBxALR:MeasSys.TransRatioTh2.ODT_1.DNDMxDEF:VARIABLE_POOL;ALR measured Theta 2 position
ALR;WXRBxALR:Spg.Th1.Select.ODT_POS.DNDMxDEF:VARIABLE_POOL;ALR Theta 1 position setpoint
ALR;WXRBxALR:Spg.Th2.Select.ODT_POS.DNDMxDEF:VARIABLE_POOL;ALR Theta 2 position setpoint
ALR;CG_wafhnd:EA_WHN_Z_BRAKE_OFF.APP_CHAN.LR_Z_BRAKE_OFF_BRK.DNDMxDEF:VARIABLE_POOL;ALR Z brake signal
ALR;CG_wafhnd:EA_WHN_BB_LR_CSR.APP_CHAN.OUTER_MOTOR_PHASE_ANGLE.DNDMxDEF:VARIABLE_POOL;ALR brake box theta1 (needs to checked if this correct)
ALR;CG_wafhnd:EA_WHN_BB_LR_CSR.APP_CHAN.OUTER_MOTOR_PHASE_ANGLE_SETPOINT.DNDMxDEF:VARIABLE_POOL;ALR brake box theta1 setpoint (needs to checked if this correct)
ALR;CG_wafhnd:EA_WHN_BB_LR_CSR.APP_CHAN.INNER_MOTOR_PHASE_ANGLE.DNDMxDEF:VARIABLE_POOL;ALR brake box theta2 (needs to checked if this correct)
ALR;CG_wafhnd:EA_WHN_BB_LR_CSR.APP_CHAN.INNER_MOTOR_PHASE_ANGLE_SETPOINT.DNDMxDEF:VARIABLE_POOL;ALR brake box theta2 setpoint needs to checked if this correct)
ALR;CG_wafhnd:EA_WHN_BB_LR_CSR.APP_CHAN.INNER_MOTOR_IPHASE_R.DNDMxDEF:VARIABLE_POOL;ALR inner motor brake box current phase R 
ALR;CG_wafhnd:EA_WHN_BB_LR_CSR.APP_CHAN.INNER_MOTOR_IPHASE_S.DNDMxDEF:VARIABLE_POOL;ALR inner motor brake box current phase S 
ALR;CG_wafhnd:EA_WHN_BB_LR_CSR.APP_CHAN.INNER_MOTOR_IPHASE_T.DNDMxDEF:VARIABLE_POOL;ALR inner motor brake box current phase T 
ALR;CG_wafhnd:EA_WHN_BB_LR_CSR.APP_CHAN.OUTER_MOTOR_IPHASE_R.DNDMxDEF:VARIABLE_POOL;ALR outer motor brake box current phase R 
ALR;CG_wafhnd:EA_WHN_BB_LR_CSR.APP_CHAN.OUTER_MOTOR_IPHASE_S.DNDMxDEF:VARIABLE_POOL;ALR outer motor brake box current phase S 
ALR;CG_wafhnd:EA_WHN_BB_LR_CSR.APP_CHAN.OUTER_MOTOR_IPHASE_T.DNDMxDEF:VARIABLE_POOL;ALR outer motor brake box current phase T 
ALR;CG_wafhnd:EA_WHN_VAC_PRESS.APP_CHAN.LR_GRIP_VAC_PSEN_WAFER_CLAMPED.DNDMxDEF:VARIABLE_POOL;ALR wafer clamped signal
ALR;CG_wafhnd:EA_WHN_VAC_PRESS.APP_CHAN.LR_GRIP_VAC_PSEN_WAFER_PRESENT.DNDMxDEF:VARIABLE_POOL;ALR wafer present signal
ALR;WZCLxALR_PSENE:Sensor.WHN_XR_GRIP_VAC_PSEN.DV.M_MON_OFFSET_GAIN_CORR.DNDMxDEF:VARIABLE_POOL;ALR gripper vacuum pressure
ALR;WZCLxAUR_PSENE:Sensor.WHN_XR_GRIP_VAC_PSEN.ODT_1.DNDMxDEF:VARIABLE_POOL;ALR gripper vacuum status (for wafer presence)
ALR;WXRBxALR:Sensor.Hor.WHN_XR_BODY_INNR_ENC.ODT_1.DNDMxDEF:VARIABLE_POOL;ALR inner axis encoder position
ALR;WXRBxALR:Sensor.Hor.WHN_XR_BODY_OUTR_ENC.ODT_1.DNDMxDEF:VARIABLE_POOL;ALR outer axis encoder position
ALR;WXRBxAUR:Sensor.Ver.WHN_XR_BODY_Z_ENC.ODT_1.DNDMxDEF:VARIABLE_POOL;ALR Z axis encoder position
ALR;WZCLxAUR_PSENE:Sensor.WHN_XR_GRIP_VAC_PSEN.DV.M_OUTPUT.DNDMxDEF:VARIABLE_POOL;ALR gripper vacuum pressure analog value
ALR;DV_wafhnd:WHN_UR_WRIST_Z_CAL_VSO@M_OUTPUT.DNDMxDEF:VARIABLE_POOL;ALR wrist Rz calibration sensor analog value
ALR;DV_wafhnd:WHN_LR_WRIST_Z_CAL_VSO@M_OUTPUT.DNDMxDEF:VARIABLE_POOL;ALR wrist Z Calibration sensor signal
ALR;DV_wafhnd:WHN_LR_BODY_Z_HOME_PROX@M_OUTPUT.DNDMxDEF:VARIABLE_POOL;ALR Homing Z-sensor
